region,years,cif_built,cif_withdrawn
CAISO,1.2073921971252566,0.003183446080382013,0.40230799840827774
CAISO,1.215605749486653,0.003183446080382013,0.4031038599283732
CAISO,1.2210814510609171,0.003183446080382013,0.40350179068842096
CAISO,1.2320328542094456,0.003183446080382013,0.4038997214484687
CAISO,1.2347707049965777,0.003183446080382013,0.40429765220851643
CAISO,1.2511978097193703,0.0035813768404297647,0.40469558296856417
CAISO,1.267624914442163,0.003979307600477516,0.40469558296856417
CAISO,1.2813141683778233,0.003979307600477516,0.40549144448865965
CAISO,1.2840520191649556,0.003979307600477516,0.4066852367688029
CAISO,1.2895277207392197,0.003979307600477516,0.40708316752885065
CAISO,1.2950034223134839,0.003979307600477516,0.4074810982888984
CAISO,1.3032169746748803,0.003979307600477516,0.40787902904894613
CAISO,1.3059548254620124,0.003979307600477516,0.4086748905690416
CAISO,1.3169062286105406,0.003979307600477516,0.40907282132908934
CAISO,1.322381930184805,0.003979307600477516,0.4094707520891371
CAISO,1.3278576317590691,0.003979307600477516,0.4098686828491848
CAISO,1.3305954825462012,0.003979307600477516,0.41026661360923256
CAISO,1.3634496919917864,0.003979307600477516,0.41106247512932803
CAISO,1.3661875427789185,0.003979307600477516,0.4122562674094713
CAISO,1.377138945927447,0.003979307600477516,0.41265419816951904
CAISO,1.379876796714579,0.003979307600477516,0.4130521289295668
CAISO,1.3826146475017111,0.003979307600477516,0.4134500596896145
CAISO,1.3853524982888432,0.003979307600477516,0.41384799044966225
CAISO,1.3990417522245038,0.003979307600477516,0.41424592120971
CAISO,1.4099931553730323,0.003979307600477516,0.4146438519697577
CAISO,1.4127310061601643,0.003979307600477516,0.415837644249901
CAISO,1.4236824093086926,0.003979307600477516,0.41623557500994873
CAISO,1.429158110882957,0.003979307600477516,0.41663350576999647
CAISO,1.431895961670089,0.003979307600477516,0.41782729805013974
CAISO,1.4373716632443532,0.004377238360525268,0.41782729805013974
CAISO,1.4455852156057496,0.004377238360525268,0.4182252288101875
CAISO,1.462012320328542,0.004377238360525268,0.4186231595702352
CAISO,1.4729637234770705,0.004377238360525268,0.4194190210903307
